2024	2024	2024	2024	名詞-数詞			0
Recall	Recall	Recall	Recall	名詞-普通名詞-一般			0
に	ニ	ニ	に	助詞-格助詞			
よっ	ヨッ	ヨル	因る	動詞-一般	五段-ラ行	連用形-促音便	0
て	テ	テ	て	助詞-接続助詞			
処理	ショリ	ショリ	処理	名詞-普通名詞-サ変可能			1
さ	サ	スル	為る	動詞-非自立可能	サ行変格	未然形-サ	0
れ	レ	レル	れる	助動詞	助動詞-レル	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
データ	データ	データ	データ-data	名詞-普通名詞-一般			1,0
は	ワ	ハ	は	助詞-係助詞			
暗号	アンゴー	アンゴウ	暗号	名詞-普通名詞-一般			0
化	カ	カ	化	接尾辞-名詞的-サ変可能			
さ	サ	スル	為る	動詞-非自立可能	サ行変格	未然形-サ	0
れる	レル	レル	れる	助動詞	助動詞-レル	連体形-一般	
もの	モノ	モノ	物	名詞-普通名詞-サ変可能			2,0
の	ノ	ノ	の	助詞-格助詞			
、			、	補助記号-読点			
PC	PC	PC	PC	名詞-普通名詞-一般			0
に	ニ	ニ	に	助詞-格助詞			
ログ	ログ	ログ	ログ-log	名詞-普通名詞-一般			1
イン	イン	イン	イン-in	名詞-普通名詞-一般			1
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
て	テ	テ	て	助詞-接続助詞			
Recall	Recall	Recall	Recall	名詞-普通名詞-一般			0
の	ノ	ノ	の	助詞-格助詞			
アプリ	アプリ	アプリ	アプリ-application	名詞-普通名詞-一般			1
を	オ	ヲ	を	助詞-格助詞			
実行	ジッコー	ジッコウ	実行	名詞-普通名詞-サ変可能			0
する	スル	スル	為る	動詞-非自立可能	サ行変格	終止形-一般	0
と	ト	ト	と	助詞-接続助詞			
、			、	補助記号-読点			
自動	ジドー	ジドウ	自動	名詞-普通名詞-一般			0
的	テキ	テキ	的	接尾辞-形状詞的			
に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	
復号	フクゴー	フクゴウ	復号	名詞-普通名詞-サ変可能			0
化	カ	カ	化	接尾辞-名詞的-サ変可能			
さ	サ	スル	為る	動詞-非自立可能	サ行変格	未然形-サ	0
れる	レル	レル	れる	助動詞	助動詞-レル	終止形-一般	
と	ト	ト	と	助詞-格助詞			
の	ノ	ノ	の	助詞-格助詞			
こと	コト	コト	事	名詞-普通名詞-一般			2
。			。	補助記号-句点			
その	ソノ	ソノ	其の	連体詞			0
ため	タメ	タメ	為	名詞-普通名詞-副詞可能			2
、			、	補助記号-読点			
ユーザー	ユーザー	ユーザー	ユーザー-user	名詞-普通名詞-一般			1
名	メー	メイ	名	名詞-普通名詞-助数詞可能			1
と	ト	ト	と	助詞-格助詞			
パスワード	パスワード	パスワード	パスワード	名詞-普通名詞-一般			3
を	オ	ヲ	を	助詞-格助詞			
自動	ジドー	ジドウ	自動	名詞-普通名詞-一般			0
的	テキ	テキ	的	接尾辞-形状詞的			
に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	
盗む	ヌスム	ヌスム	盗む	動詞-一般	五段-マ行	連体形-一般	2
よう	ヨー	ヨウ	様	形状詞-助動詞語幹			1
な	ナ	ダ	だ	助動詞	助動詞-ダ	連体形-一般	
トロイ	トロイ	トロイ	トロイ-Troy	名詞-固有名詞-地名-一般			1
の	ノ	ノ	の	助詞-格助詞			
木馬	モクバ	モクバ	木馬	名詞-普通名詞-一般			1,0
を	オ	ヲ	を	助詞-格助詞			
改造	カイゾー	カイゾウ	改造	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
て	テ	テ	て	助詞-接続助詞			
Recall	Recall	Recall	Recall	名詞-普通名詞-一般			0
に	ニ	ニ	に	助詞-格助詞			
対応	タイオー	タイオウ	対応	名詞-普通名詞-サ変可能			0
する	スル	スル	為る	動詞-非自立可能	サ行変格	連体形-一般	0
よう	ヨー	ヨウ	様	形状詞-助動詞語幹			1
に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	
すれ	スレ	スル	為る	動詞-非自立可能	サ行変格	仮定形-一般	0
ば	バ	バ	ば	助詞-接続助詞			
、			、	補助記号-読点			
簡単	カンタン	カンタン	簡単	形状詞-一般			0
に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	
アクセス	アクセス	アクセス	アクセス-access	名詞-普通名詞-サ変可能			1
でき	デキ	デキル	出来る	動詞-非自立可能	上一段-カ行	連用形-一般	2
て	テ	テ	て	助詞-接続助詞			
しまう	シマウ	シマウ	仕舞う	動詞-非自立可能	五段-ワア行	終止形-一般	0
と	ト	ト	と	助詞-接続助詞			
ハーゲナ	ハーゲナ	ハーゲナ	ハーゲナ	名詞-固有名詞-人名-一般			0
氏	シ	シ	氏	接尾辞-名詞的-一般			
は	ワ	ハ	は	助詞-係助詞			
指摘	シテキ	シテキ	指摘	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
て	テ	テ	て	助詞-接続助詞			
い	イ	イル	居る	動詞-非自立可能	上一段-ア行	連用形-一般	0
ます	マス	マス	ます	助動詞	助動詞-マス	終止形-一般	
。			。	補助記号-句点			
Microsoft	Microsoft	Microsoft	Microsoft	名詞-普通名詞-一般			0
は	ワ	ハ	は	助詞-係助詞			
「			「	補助記号-括弧開			
Recall	Recall	Recall	Recall	名詞-普通名詞-一般			0
の	ノ	ノ	の	助詞-格助詞			
データ	データ	データ	データ-data	名詞-普通名詞-一般			1,0
に	ニ	ニ	に	助詞-格助詞			
アクセス	アクセス	アクセス	アクセス-access	名詞-普通名詞-サ変可能			1
できる	デキル	デキル	出来る	動詞-非自立可能	上一段-カ行	連体形-一般	2
の	ノ	ノ	の	助詞-準体助詞			
は	ワ	ハ	は	助詞-係助詞			
該当	ガイトー	ガイトウ	該当	名詞-普通名詞-サ変可能			0
する	スル	スル	為る	動詞-非自立可能	サ行変格	連体形-一般	0
ユーザー	ユーザー	ユーザー	ユーザー-user	名詞-普通名詞-一般			1
のみ	ノミ	ノミ	のみ	助詞-副助詞			
」			」	補助記号-括弧閉			
と	ト	ト	と	助詞-格助詞			
述べ	ノベ	ノベル	述べる	動詞-一般	下一段-バ行	連用形-一般	2
て	テ	テ	て	助詞-接続助詞			
い	イ	イル	居る	動詞-非自立可能	上一段-ア行	連用形-一般	0
ます	マス	マス	ます	助動詞	助動詞-マス	終止形-一般	
が	ガ	ガ	が	助詞-接続助詞			
、			、	補助記号-読点			
ハーゲナ	ハーゲナ	ハーゲナ	ハーゲナ	名詞-固有名詞-人名-一般			0
氏	シ	シ	氏	接尾辞-名詞的-一般			
は	ワ	ハ	は	助詞-係助詞			
同じ	オナジ	オナジ	同じ	連体詞			0
デバイス	デバイス	デバイス	デバイス-device	名詞-普通名詞-一般			2,0
上	ジョー	ジョウ	上	接尾辞-名詞的-副詞可能			
の	ノ	ノ	の	助詞-格助詞			
別	ベツ	ベツ	別	名詞-普通名詞-形状詞可能			0
の	ノ	ノ	の	助詞-格助詞			
ユーザー	ユーザー	ユーザー	ユーザー-user	名詞-普通名詞-一般			1
アカウント	アカウント	アカウント	アカウント-account	名詞-普通名詞-一般			2,0
が	ガ	ガ	が	助詞-格助詞			
データベース	データベース	データーベース	データーベース-database	名詞-普通名詞-一般			4
に	ニ	ニ	に	助詞-格助詞			
アクセス	アクセス	アクセス	アクセス-access	名詞-普通名詞-サ変可能			1
する	スル	スル	為る	動詞-非自立可能	サ行変格	連体形-一般	0
こと	コト	コト	事	名詞-普通名詞-一般			2
は	ワ	ハ	は	助詞-係助詞			
実証	ジッショー	ジッショウ	実証	名詞-普通名詞-サ変可能			0
可能	カノー	カノウ	可能	形状詞-一般			0
だ	ダ	ダ	だ	助動詞	助動詞-ダ	終止形-一般	
と	ト	ト	と	助詞-格助詞			
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
て	テ	テ	て	助詞-接続助詞			
い	イ	イル	居る	動詞-非自立可能	上一段-ア行	連用形-一般	0
ます	マス	マス	ます	助動詞	助動詞-マス	終止形-一般	
。			。	補助記号-句点			
さらに	サラニ	サラニ	更に	接続詞			1
ハーゲナ	ハーゲナ	ハーゲナ	ハーゲナ	名詞-固有名詞-人名-一般			0
氏	シ	シ	氏	接尾辞-名詞的-一般			
は	ワ	ハ	は	助詞-係助詞			
、			、	補助記号-読点			
データ	データ	データ	データ-data	名詞-普通名詞-一般			1,0
の	ノ	ノ	の	助詞-格助詞			
抽出	チューシュツ	チュウシュツ	抽出	名詞-普通名詞-サ変可能			0
を	オ	ヲ	を	助詞-格助詞			
自動	ジドー	ジドウ	自動	名詞-普通名詞-一般			0
化	カ	カ	化	接尾辞-名詞的-サ変可能			
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
、			、	補助記号-読点			
データベース	データベース	データーベース	データーベース-database	名詞-普通名詞-一般			4
を	オ	ヲ	を	助詞-格助詞			
オン	オン	オン	オン-on	名詞-普通名詞-サ変可能			1
ライン	ライン	ライン	ライン-line	名詞-普通名詞-一般			1
に	ニ	ニ	に	助詞-格助詞			
アップロード	アップロード	アップロード	アップロード-upload	名詞-普通名詞-サ変可能			4
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
て	テ	テ	て	助詞-接続助詞			
即座	ソクザ	ソクザ	即座	名詞-普通名詞-一般			1
に	ニ	ニ	に	助詞-格助詞			
検索	ケンサク	ケンサク	検索	名詞-普通名詞-サ変可能			0
できる	デキル	デキル	出来る	動詞-非自立可能	上一段-カ行	連体形-一般	2
よう	ヨー	ヨウ	様	形状詞-助動詞語幹			1
な	ナ	ダ	だ	助動詞	助動詞-ダ	連体形-一般	
ウェブサイト	ウェブサイト	ウェブサイト	ウェブサイト-website	名詞-普通名詞-一般			3
も	モ	モ	も	助詞-係助詞			
構築	コーチク	コウチク	構築	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	
と	ト	ト	と	助詞-格助詞			
主張	シュチョー	シュチョウ	主張	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
て	テ	テ	て	助詞-接続助詞			
い	イ	イル	居る	動詞-非自立可能	上一段-ア行	連用形-一般	0
ます	マス	マス	ます	助動詞	助動詞-マス	終止形-一般	
が	ガ	ガ	が	助詞-接続助詞			
、			、	補助記号-読点			
詳細	ショーサイ	ショウサイ	詳細	名詞-普通名詞-形状詞可能			0
に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	
つい	ツイ	ツク	つく	動詞-一般	五段-カ行	連用形-イ音便	1,2
て	テ	テ	て	助詞-接続助詞			
は	ワ	ハ	は	助詞-係助詞			
Microsoft	Microsoft	Microsoft	Microsoft	名詞-普通名詞-一般			0
に	ニ	ニ	に	助詞-格助詞			
報告	ホーコク	ホウコク	報告	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
て	テ	テ	て	助詞-接続助詞			
から	カラ	カラ	から	助詞-格助詞			
と	ト	ト	と	助詞-格助詞			
述べ	ノベ	ノベル	述べる	動詞-一般	下一段-バ行	連用形-一般	2
まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	
。			。	補助記号-句点			
EOS
2024	2024	2024	2024	名詞-数詞			0
年	ネン	ネン	年	名詞-普通名詞-助数詞可能			1
06	06	06	06	名詞-数詞			0
月	ガツ	ガツ	月	名詞-普通名詞-助数詞可能			1
06	06	06	06	名詞-数詞			0
日	カ	カ	日	接尾辞-名詞的-助数詞			
14	14	14	14	名詞-数詞			0
時	ジ	ジ	時	名詞-普通名詞-助数詞可能			1
00	00	00	00	名詞-数詞			0
分	フン	フン	分	名詞-普通名詞-助数詞可能			1
ソフトウェア	ソフトウェア	ソフトウェア	ソフトウェア-software	名詞-普通名詞-一般			4
Microsoft	Microsoft	Microsoft	Microsoft	名詞-普通名詞-一般			0
が	ガ	ガ	が	助詞-格助詞			
10	10	10	10	名詞-数詞			0
日間	カカン	カカン	日間	名詞-普通名詞-助数詞可能			1
の	ノ	ノ	の	助詞-格助詞			
世界	セカイ	セカイ	世界	名詞-普通名詞-一般			1,2
の	ノ	ノ	の	助詞-格助詞			
天気	テンキ	テンキ	天気	名詞-普通名詞-一般			1
と	ト	ト	と	助詞-格助詞			
大気	タイキ	タイキ	大気	名詞-普通名詞-一般			1
汚染	オセン	オセン	汚染	名詞-普通名詞-サ変可能			0
を	オ	ヲ	を	助詞-格助詞			
たっ	タッ	タツ	経つ	動詞-一般	五段-タ行	連用形-促音便	1
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
1	1	1	1	名詞-数詞			0
分	ブン	ブン	分	名詞-普通名詞-副詞可能			1
で	デ	デ	で	助詞-格助詞			
予測	ヨソク	ヨソク	予測	名詞-普通名詞-サ変可能			0
する	スル	スル	為る	動詞-非自立可能	サ行変格	連体形-一般	0
超	チョー	チョウ	超	接頭辞			
高速	コーソク	コウソク	高速	名詞-普通名詞-形状詞可能			0
AI	AI	AI	AI	名詞-普通名詞-一般			0
「			「	補助記号-括弧開			
Aurora	Aurora	Aurora	Aurora	名詞-普通名詞-一般			0
」			」	補助記号-括弧閉			
を	オ	ヲ	を	助詞-格助詞			
発表	ハッピョー	ハッピョウ	発表	名詞-普通名詞-サ変可能			0
AI	AI	AI	AI	名詞-普通名詞-一般			0
の	ノ	ノ	の	助詞-格助詞			
発達	ハッタツ	ハッタツ	発達	名詞-普通名詞-サ変可能			0
に	ニ	ニ	に	助詞-格助詞			
より	ヨリ	ヨル	因る	動詞-一般	五段-ラ行	連用形-一般	0
、			、	補助記号-読点			
かつて	カツテ	カツテ	嘗て	副詞			1
は	ワ	ハ	は	助詞-係助詞			
スーパーコンピューター	スーパーコンピューター	スーパーコンピューター	スーパーコンピューター-supercomputer	名詞-普通名詞-一般			7
を	オ	ヲ	を	助詞-格助詞			
長	チョー	チョウ	長	接頭辞			
時間	ジカン	ジカン	時間	名詞-普通名詞-助数詞可能			0
稼働	カドー	カドウ	稼働	名詞-普通名詞-サ変可能			0
さ	サ	スル	為る	動詞-非自立可能	サ行変格	未然形-サ	0
せ	セ	セル	せる	助動詞	下一段-サ行	連用形-一般	
て	テ	テ	て	助詞-接続助詞			
行っ	イッ	イク	行く	動詞-非自立可能	五段-カ行	連用形-促音便	0
て	テ	テ	て	助詞-接続助詞			
き	キ	クル	来る	動詞-非自立可能	カ行変格	連用形-一般	1
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
天気	テンキ	テンキ	天気	名詞-普通名詞-一般			1
予報	ヨホー	ヨホウ	予報	名詞-普通名詞-サ変可能			0
が	ガ	ガ	が	助詞-格助詞			
、			、	補助記号-読点			
短	タン	タン	短	接頭辞			
時間	ジカン	ジカン	時間	名詞-普通名詞-助数詞可能			0
かつ	カツ	カツ	且つ	接続詞			1
高	コー	コウ	高	接頭辞			
精度	セード	セイド	精度	名詞-普通名詞-一般			1
で	デ	デ	で	助詞-格助詞			
行える	オコナエル	オコナウ	行う	動詞-一般	下一段-ア行	連体形-一般	0
よう	ヨー	ヨウ	様	形状詞-助動詞語幹			1
に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	
なり	ナリ	ナル	成る	動詞-非自立可能	五段-ラ行	連用形-一般	1
つつ	ツツ	ツツ	つつ	助詞-接続助詞			
あり	アリ	アル	有る	動詞-非自立可能	五段-ラ行	連用形-一般	1
ます	マス	マス	ます	助動詞	助動詞-マス	終止形-一般	
。			。	補助記号-句点			
そんな	ソンナ	ソンナ	そんな	連体詞			0
中	ナカ	ナカ	中	名詞-普通名詞-副詞可能			1
、			、	補助記号-読点			
Microsoft	Microsoft	Microsoft	Microsoft	名詞-普通名詞-一般			0
が	ガ	ガ	が	助詞-格助詞			
天気	テンキ	テンキ	天気	名詞-普通名詞-一般			1
予報	ヨホー	ヨホウ	予報	名詞-普通名詞-サ変可能			0
と	ト	ト	と	助詞-格助詞			
同時	ドージ	ドウジ	同時	名詞-普通名詞-一般			0,1
に	ニ	ニ	に	助詞-格助詞			
大気	タイキ	タイキ	大気	名詞-普通名詞-一般			1
汚染	オセン	オセン	汚染	名詞-普通名詞-サ変可能			0
を	オ	ヲ	を	助詞-格助詞			
瞬時	シュンジ	シュンジ	瞬時	名詞-普通名詞-副詞可能			1
に	ニ	ニ	に	助詞-格助詞			
予測	ヨソク	ヨソク	予測	名詞-普通名詞-サ変可能			0
できる	デキル	デキル	出来る	動詞-非自立可能	上一段-カ行	連体形-一般	2
AI	AI	AI	AI	名詞-普通名詞-一般			0
モデル	モデル	モデル	モデル-model	名詞-普通名詞-一般			0,1
「			「	補助記号-括弧開			
Aurora	Aurora	Aurora	Aurora	名詞-普通名詞-一般			0
」			」	補助記号-括弧閉			
を	オ	ヲ	を	助詞-格助詞			
発表	ハッピョー	ハッピョウ	発表	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	
。			。	補助記号-句点			
Introducing	Introducing	Introducing	Introducing	名詞-普通名詞-一般			0
Aurora	Aurora	Aurora	Aurora	名詞-普通名詞-一般			0
:			：	補助記号-一般			
The	The	The	The	名詞-普通名詞-一般			0
first	first	first	first	名詞-普通名詞-一般			0
large	large	large	large	名詞-普通名詞-一般			0
-	-	-	-	記号-一般			0
scale	scale	scale	scale	名詞-普通名詞-一般			0
foundation	foundation	foundation	foundation	名詞-普通名詞-一般			0
model	model	model	model	名詞-普通名詞-一般			0
of	of	of	of	名詞-普通名詞-一般			0
the	the	the	the	名詞-普通名詞-一般			0
atmosphere	atmosphere	atmosphere	atmosphere	名詞-普通名詞-一般			0
-	-	-	-	記号-一般			0
Microsoft	Microsoft	Microsoft	Microsoft	名詞-普通名詞-一般			0
Research	Research	Research	Research	名詞-普通名詞-一般			0
https	https	https	https	名詞-普通名詞-一般			0
:			：	補助記号-一般			
/			／	補助記号-一般			
/			／	補助記号-一般			
www	www	www	www	名詞-普通名詞-一般			0
.			．	補助記号-句点			
microsoft	microsoft	microsoft	microsoft	名詞-普通名詞-一般			0
.			．	補助記号-句点			
com	com	com	com	名詞-普通名詞-一般			0
/			／	補助記号-一般			
en	en	en	en	名詞-普通名詞-一般			0
-	-	-	-	記号-一般			0
us	us	us	us	名詞-普通名詞-一般			0
/			／	補助記号-一般			
research	research	research	research	名詞-普通名詞-一般			0
/			／	補助記号-一般			
blog	blog	blog	blog	名詞-普通名詞-一般			0
/			／	補助記号-一般			
introducing	introducing	introducing	introducing	名詞-普通名詞-一般			0
-	-	-	-	記号-一般			0
aurora	aurora	aurora	aurora	名詞-普通名詞-一般			0
-	-	-	-	記号-一般			0
the	the	the	the	名詞-普通名詞-一般			0
-	-	-	-	記号-一般			0
first	first	first	first	名詞-普通名詞-一般			0
-	-	-	-	記号-一般			0
large	large	large	large	名詞-普通名詞-一般			0
-	-	-	-	記号-一般			0
scale	scale	scale	scale	名詞-普通名詞-一般			0
-	-	-	-	記号-一般			0
foundation	foundation	foundation	foundation	名詞-普通名詞-一般			0
-	-	-	-	記号-一般			0
model	model	model	model	名詞-普通名詞-一般			0
-	-	-	-	記号-一般			0
of	of	of	of	名詞-普通名詞-一般			0
-	-	-	-	記号-一般			0
the	the	the	the	名詞-普通名詞-一般			0
-	-	-	-	記号-一般			0
atmosphere	atmosphere	atmosphere	atmosphere	名詞-普通名詞-一般			0
/			／	補助記号-一般			
Superfast	Superfast	Superfast	Superfast	名詞-普通名詞-一般			0
Microsoft	Microsoft	Microsoft	Microsoft	名詞-普通名詞-一般			0
AI	AI	AI	AI	名詞-普通名詞-一般			0
is	is	is	is	名詞-普通名詞-一般			0
first	first	first	first	名詞-普通名詞-一般			0
to	to	to	to	名詞-普通名詞-一般			0
predict	predict	predict	predict	名詞-普通名詞-一般			0
air	air	air	air	名詞-普通名詞-一般			0
pollution	pollution	pollution	pollution	名詞-普通名詞-一般			0
for	for	for	for	名詞-普通名詞-一般			0
the	the	the	the	名詞-普通名詞-一般			0
whole	whole	whole	whole	名詞-普通名詞-一般			0
world	world	world	world	名詞-普通名詞-一般			0
https	https	https	https	名詞-普通名詞-一般			0
:			：	補助記号-一般			
/			／	補助記号-一般			
/			／	補助記号-一般			
www	www	www	www	名詞-普通名詞-一般			0
.			．	補助記号-句点			
nature	nature	nature	nature	名詞-普通名詞-一般			0
.			．	補助記号-句点			
com	com	com	com	名詞-普通名詞-一般			0
/			／	補助記号-一般			
articles	articles	articles	articles	名詞-普通名詞-一般			0
/			／	補助記号-一般			
d	d	d	d	名詞-普通名詞-一般			0
41586	41586	41586	41586	名詞-数詞			0
-	-	-	-	記号-一般			0
024	024	024	024	名詞-数詞			0
-	-	-	-	記号-一般			0
01677	01677	01677	01677	名詞-数詞			0
-	-	-	-	記号-一般			0
2	2	2	2	名詞-数詞			0
2023	2023	2023	2023	名詞-数詞			0
年	ネン	ネン	年	名詞-普通名詞-助数詞可能			1
11	11	11	11	名詞-数詞			0
月	ガツ	ガツ	月	名詞-普通名詞-助数詞可能			1
に	ニ	ニ	に	助詞-格助詞			
ヨーロッパ	ヨーロッパ	ヨーロッパ	ヨーロッパ-Europa	名詞-固有名詞-地名-一般			3
を	オ	ヲ	を	助詞-格助詞			
襲っ	オソッ	オソウ	襲う	動詞-一般	五段-ワア行	連用形-促音便	0,2
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
爆弾	バクダン	バクダン	爆弾	名詞-普通名詞-一般			0
低	テー	テイ	低	接頭辞			
気圧	キアツ	キアツ	気圧	名詞-普通名詞-一般			0
「			「	補助記号-括弧開			
キ	キ	キ	キ	記号-一般			1
ア	ア	ア	ア	記号-一般			1
ラン	ラン	ラン	ラン-run	名詞-普通名詞-サ変可能			1
」			」	補助記号-括弧閉			
の	ノ	ノ	の	助詞-格助詞			
想定	ソーテー	ソウテイ	想定	名詞-普通名詞-サ変可能			0
外	ガイ	ガイ	外	接尾辞-名詞的-一般			
の	ノ	ノ	の	助詞-格助詞			
破壊	ハカイ	ハカイ	破壊	名詞-普通名詞-サ変可能			0
力	リョク	リョク	力	接尾辞-名詞的-一般			
は	ワ	ハ	は	助詞-係助詞			
、			、	補助記号-読点			
イギリス	イギリス	イギリス	イギリス-Inglez	名詞-固有名詞-地名-国			0
や	ヤ	ヤ	や	助詞-副助詞			
フランス	フランス	フランス	フランス-France	名詞-固有名詞-地名-国			0
を	オ	ヲ	を	助詞-格助詞			
中心	チューシン	チュウシン	中心	名詞-普通名詞-一般			0
と	ト	ト	と	助詞-格助詞			
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
地域	チイキ	チイキ	地域	名詞-普通名詞-一般			1
に	ニ	ニ	に	助詞-格助詞			
深い	フカイ	フカイ	深い	形容詞-一般	形容詞	連体形-一般	2
爪痕	ツメアト	ツメアト	爪痕	名詞-普通名詞-一般			0
を	オ	ヲ	を	助詞-格助詞			
残す	ノコス	ノコス	残す	動詞-一般	五段-サ行	終止形-一般	2
と	ト	ト	と	助詞-格助詞			
とも	トモ	トモ	共	名詞-普通名詞-一般			0,1
に	ニ	ニ	に	助詞-格助詞			
、			、	補助記号-読点			
既存	キソン	キソン	既存	名詞-普通名詞-サ変可能			0
の	ノ	ノ	の	助詞-格助詞			
気象	キショー	キショウ	気象	名詞-普通名詞-一般			0
予測	ヨソク	ヨソク	予測	名詞-普通名詞-サ変可能			0
モデル	モデル	モデル	モデル-model	名詞-普通名詞-一般			0,1
の	ノ	ノ	の	助詞-格助詞			
限界	ゲンカイ	ゲンカイ	限界	名詞-普通名詞-一般			0
を	オ	ヲ	を	助詞-格助詞			
突きつけ	ツキツケ	ツキツケル	突き付ける	動詞-一般	下一段-カ行	連用形-一般	4
まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	
。			。	補助記号-句点			
by	by	by	by	名詞-普通名詞-一般			0
Xfigpower	Xfigpower	Xfigpower	Xfigpower	名詞-普通名詞-一般			0
この	コノ	コノ	此の	連体詞			0
よう	ヨー	ヨウ	様	形状詞-助動詞語幹			1
な	ナ	ダ	だ	助動詞	助動詞-ダ	連体形-一般	
